t [h]	I [A]	T [°C]	Q [Ah]	U [V]	P [W]	W [Wh]
0	0.18	25	1.2054803125	20.9995793	3.779924274	0.0
0.016016016016016	0.18	25	1.20836319538288	21.0640667512508	3.79153201522515	25.4530430072998
0.032032032032032	0.18	25	1.21124607826577	21.1285542025016	3.80313975645029	25.5918784172058
0.048048048048048	0.18	25	1.21412896114865	21.1930416537524	3.81474749767544	25.7310856466505
0.0640640640640641	0.18	25	1.21701184403153	21.2575291050033	3.82635523890059	25.870664695634
0.0800800800800801	0.18	25	1.21989472691441	21.3220165562541	3.83796298012573	26.0106155641562
0.0960960960960961	0.18	25	1.2227776097973	21.3865040075049	3.84957072135088	26.1509382522171
0.112112112112112	0.18	25	1.22566049268018	21.4509914587557	3.86117846257602	26.2916327598168
0.128128128128128	0.18	25	1.22854337556306	21.5154789100065	3.87278620380117	26.4326990869553
0.144144144144144	0.18	25	1.23142625844595	21.5799663612573	3.88439394502632	26.5741372336325
0.16016016016016	0.18	25	1.23430914132883	21.6444538125081	3.89600168625146	26.7159471998484
0.176176176176176	0.18	25	1.23719202421171	21.7089412637589	3.90760942747661	26.8581289856031
0.192192192192192	0.18	25	1.24007490709459	21.7734287150098	3.91921716870176	27.0006825908965
0.208208208208208	0.18	25	1.24295778997748	21.8379161662606	3.9308249099269	27.1436080157287
0.224224224224224	0.18	25	1.24584067286036	21.9024036175114	3.94243265115205	27.2869052600996
0.24024024024024	0.18	25	1.24872355574324	21.9668910687622	3.9540403923772	27.4305743240092
0.256256256256256	0.18	25	1.25160643862613	22.031378520013	3.96564813360234	27.5746152074576
0.272272272272272	0.18	25	1.25448932150901	22.0958659712638	3.97725587482749	27.7190279104448
0.288288288288288	0.18	25	1.25737220439189	22.1603534225146	3.98886361605264	27.8638124329706
0.304304304304304	0.18	25	1.26025508727477	22.2248408737655	4.00047135727778	28.0089687750353
0.32032032032032	0.18	25	1.26313797015766	22.2893283250163	4.01207909850293	28.1544969366386
0.336336336336336	0.18	25	1.26602085304054	22.3538157762671	4.02368683972808	28.3003969177807
0.352352352352352	0.18	25	1.26890373592342	22.4183032275179	4.03529458095322	28.4466687184616
0.368368368368368	0.18	25	1.27178661880631	22.4827906787687	4.04690232217837	28.5933123386812
0.384384384384384	0.18	25	1.27466950168919	22.5472781300195	4.05851006340351	28.7403277784395
0.4004004004004	0.18	25	1.27755238457207	22.5779688776876	4.06403439798377	28.8445379784838
0.416416416416416	0.18	25	1.28043526745495	22.5860061775135	4.06548111195244	28.9199188606438
0.432432432432432	0.18	25	1.28331815033784	22.5940434773395	4.0669278259211	28.9953460839919
